Nodal Strains (computed using Matlab)
     NODE    EPELX          EPELY          EPELZ          EPELXY         EPELYZ         EPELXZ
     265   -0.1172596207   0.0003171654  -0.0156059607  -0.0184938158   0.0087207610   0.0267207259
     266   -0.1174323703  -0.0036550598  -0.0246267800  -0.0187087011   0.0057510813   0.0180934528
     267   -0.1168780357  -0.0036895555  -0.0308829742  -0.0200037652   0.0068737482   0.0135262412
     268   -0.1133057697  -0.0007785190  -0.0376084988  -0.0219348306   0.0077585417   0.0111798697
     269   -0.1079650326   0.0021465351  -0.0417035567  -0.0240965876   0.0016411880   0.0072528632
     270   -0.1026900781   0.0023226756  -0.0354883169  -0.0260004258  -0.0040435535   0.0008043434
     271   -0.0994540238   0.0019385450  -0.0474445098  -0.0198031247   0.0222908405  -0.0037826270
     272   -0.0995160087   0.0031572393  -0.0766012674  -0.0083424364   0.0610800500  -0.0091539632
     273   -0.0884232822  -0.0000115653  -0.0641773564  -0.0006170014  -0.0483261665  -0.0024648257
     274   -0.0890473843  -0.0048104440  -0.0340067047   0.0108219203  -0.0169693724  -0.0006554352
     275   -0.0939232306  -0.0066274030  -0.0224759358   0.0183012174   0.0032587437   0.0015431819
     276   -0.1016339818  -0.0040608950  -0.0317569754   0.0193465414   0.0051067595   0.0016973203
     277   -0.1108020199  -0.0000790256  -0.0342213941   0.0162335279  -0.0015444701   0.0062464784
     278   -0.1181473842   0.0057520704  -0.0280226157   0.0067205216  -0.0042953591   0.0128764721
     279   -0.1219280601   0.0085769431  -0.0235889521  -0.0061231693   0.0013710234   0.0156917496
     280   -0.1247493290   0.0090338075  -0.0252563917  -0.0143227403   0.0003246331   0.0147120543
